income,family_size,spending_score,expense
33940.8,6,4,19753.64
87236.73,2,9,32812.55
167595.89,5,3,47272.22
27377.1,2,9,17463.6
22891.95,6,8,19579.05
180909.93,5,8,59234.5
150302.21,2,4,45056.07
15348.62,8,6,21910.6
20516.24,7,4,17441.26
138560.22,2,6,43283.4
77217.12,5,5,31539.13
146213.79,5,1,44975.84
83868.54,2,10,34127.17
193718.4,1,3,54692.07
140411.24,7,8,50489.06
14090.07,2,9,16648.55
69447.85,3,6,24172.79
114903.21,8,1,42710.12
32665.36,4,2,18016.99
5491.46,2,6,8961.4
20465.09,2,1,12658.06
107231.38,1,8,38143.55
128289.74,5,10,51568.25
23116.16,1,5,15889.17
134705.52,1,6,44198.63
125339.21,6,1,43192.91
188279.91,7,4,56714.0
168931.72,7,6,58055.63
188932.16,7,9,62935.4
193390.99,7,4,60384.35
90957.66,1,3,27005.73
100142.58,1,5,32169.05
59916.28,1,4,24146.9
104144.32,2,1,30417.93
34389.37,4,1,15522.15
135929.04,6,1,46865.6
9861.84,7,2,13842.99
50947.41,1,10,19606.41
45573.98,7,6,24634.68
187888.37,1,9,56889.17
33255.84,1,4,11222.19
178701.21,5,10,58634.4
29249.85,5,9,24657.21
131886.11,2,6,48195.65
67377.76,3,6,24648.62
66620.46,2,9,26960.37
199662.86,1,1,51296.21
49078.36,8,7,29775.16
44499.21,6,6,27405.53
119920.28,5,3,43268.53
149446.72,7,5,57274.23
196588.38,5,6,60674.51
141775.69,3,3,44282.08
114564.86,3,7,40283.92
84780.68,3,8,31564.11
121047.0,8,4,41177.76
122162.82,6,4,39802.03
47453.74,7,7,26725.72
135885.67,7,8,49769.26
44862.64,1,6,17715.86
100541.19,6,2,37903.64
55674.55,6,8,29059.83
65996.2,5,2,26426.21
124706.02,4,7,45981.15
17574.6,6,7,20643.71
7346.79,4,2,8846.52
30470.9,3,2,15162.65
37897.86,1,2,16722.07
43585.23,5,6,22672.89
155916.56,5,6,52463.03
92137.3,7,1,36689.76
96637.55,5,5,37996.14
130645.16,8,9,51497.41
147176.21,3,1,41478.15
5684.13,4,10,17419.89
172061.44,7,3,54060.64
197744.8,4,5,60577.95
28752.45,1,5,14256.12
131960.71,2,9,42569.66
5470.68,1,5,8009.78
14560.75,8,10,23764.34
60575.2,4,7,29558.95
170048.8,4,8,52204.03
132237.68,5,1,37361.99
91935.08,6,5,38270.19
90526.7,6,6,37199.92
95880.45,7,3,36583.34
65651.46,6,6,30849.52
176154.33,6,8,58534.69
115734.48,2,6,38111.83
99370.24,5,3,35258.74
95689.94,7,5,39592.13
187486.16,2,3,56505.22
146114.08,7,4,48945.1
33238.84,3,9,20180.54
90209.18,8,2,36137.1
61232.58,8,2,30685.9
197439.39,7,1,60707.95
86002.16,5,10,39422.95
18234.67,1,9,15437.0
85186.34,7,5,31339.9
67663.3,8,6,37495.84
121918.62,1,7,37574.54
49085.24,3,4,19797.76
12014.86,2,5,9073.65
23696.67,2,6,13068.79
60213.78,6,10,36233.14
72922.91,5,8,34749.77
167717.86,7,10,64515.28
57663.59,8,2,26426.88
11141.15,1,8,14012.96
157243.03,3,8,49480.18
174438.93,4,8,58472.82
100999.72,3,1,31655.34
60560.81,5,1,21144.23
155567.28,2,3,41506.91
6735.19,1,1,7597.18
185185.5,5,10,59864.81
173778.67,1,9,54559.84
111242.48,6,8,40871.23
59128.33,1,5,18330.3
11404.75,2,8,10319.29
199965.63,6,2,61820.78
153604.38,4,6,50014.88
71048.43,2,8,24808.52
8758.03,6,3,15398.03
129661.89,2,9,44353.34
197446.28,6,4,64979.3
142879.18,5,7,47277.28
21324.31,2,3,11178.31
83444.28,6,6,35049.53
26290.78,8,8,24404.47
182871.31,8,2,61274.02
69430.82,1,10,26230.24
148008.42,3,2,43921.02
21514.62,2,1,7859.56
30040.87,7,10,26156.79
137500.09,6,1,44680.82
169478.59,4,9,57433.58
44282.74,1,8,22909.93
86575.76,1,8,28620.35
125786.32,3,8,43668.13
160273.89,8,8,53833.86
127498.34,2,2,38802.71
23608.05,1,6,11969.8
110849.77,8,1,40255.7
177498.3,4,6,55768.23
174264.63,1,6,52757.39
119078.04,5,8,40927.17
199160.76,8,3,62371.69
25499.13,3,10,18976.99
98326.09,1,8,34875.88
156149.11,8,7,54098.99
32502.43,3,4,13511.11
194686.2,5,2,59937.67
74039.08,1,3,24330.84
73277.25,6,4,30180.53
46572.89,4,1,19578.65
61163.41,1,6,26315.97
117629.84,8,3,44771.01
88724.09,1,8,29670.61
42708.74,4,5,22870.93
162782.29,7,8,56799.8
17136.66,8,2,16740.86
167757.29,6,4,55579.03
58613.05,2,8,29710.21
101701.15,6,2,34632.56
79307.59,5,1,28177.72
116267.41,2,10,42605.41
160218.05,4,2,49449.05
197917.36,5,10,64594.28
64681.53,6,8,32100.78
112991.86,3,2,34114.08
95871.47,8,1,34182.54
199790.99,1,9,63346.42
162738.16,1,4,44724.91
82431.35,3,4,29351.42
97991.42,6,5,34705.76
52961.54,2,8,22291.93
152273.23,4,9,49743.1
169816.3,8,1,56745.87
193172.43,3,3,55738.58
115336.63,3,7,40734.22
135783.19,7,10,56924.95
91981.47,2,1,28011.03
123780.06,6,1,41867.33
73006.06,5,5,30849.37
148849.38,8,7,56262.1
9426.57,7,3,15887.15
10549.09,5,4,13807.34
144643.57,1,6,40944.29
186483.15,1,7,56466.98
128288.54,1,9,44471.87
146673.02,1,10,47814.01
165667.19,1,4,47295.55
75526.48,3,6,29763.78
26082.16,2,8,15063.84
186953.0,1,7,57499.0
188021.26,8,6,63590.7
91158.91,6,3,36600.23
47348.08,1,9,22354.92
179009.1,2,9,54629.44
143143.21,2,4,42214.32
6604.53,5,1,10200.95
26005.34,6,8,22023.68
196723.93,7,6,62277.02
12434.99,5,9,16903.26
60098.23,5,4,23285.6
111956.79,5,7,42956.16
40949.35,6,5,24387.05
50250.55,5,9,29058.31
73828.66,3,2,25489.54
57563.08,2,5,24496.05
161654.46,7,7,54723.19
102553.52,6,7,35878.24
59330.93,2,5,18859.23
66053.73,1,5,23988.1
12773.67,2,10,17539.44
14631.45,4,7,14840.79
144991.98,8,1,49866.96
27017.61,5,6,20200.36
97780.37,4,1,36431.93
169261.3,4,8,55058.89
76848.43,8,7,39487.27
72421.68,1,3,23294.51
175244.41,4,1,54924.54
173645.83,3,4,54039.67
176626.68,8,3,54924.42
116523.22,7,2,38835.94
190699.33,6,3,60780.79
164697.97,7,9,59864.06
86048.71,4,7,35000.59
127763.25,5,5,42363.0
28748.87,6,8,23512.6
112509.78,1,5,34508.6
56314.07,3,9,31748.05
60291.71,3,2,21739.26
29515.06,6,6,18043.49
74848.85,8,7,36640.94
98871.11,1,3,31241.45
122069.12,4,8,42347.25
64449.52,2,2,22602.09
159488.41,5,6,51230.91
106587.19,8,2,44799.61
129420.16,4,10,49387.75
59238.0,5,5,26799.82
163756.5,5,8,57901.91
126733.52,4,5,44378.88
173158.01,8,1,57297.22
36190.56,8,8,27274.72
79229.34,7,8,37162.1
27038.16,4,5,18913.36
47027.83,8,9,28657.46
81936.76,3,2,26879.43
179443.47,1,2,47594.05
113622.93,5,4,38054.9
69423.77,4,7,25218.42
150645.34,7,8,54878.01
8838.13,3,10,17897.68
77167.98,6,7,34712.68
122162.18,7,8,46975.87
118731.27,7,7,48995.69
123473.79,1,2,33805.79
46242.65,4,1,16853.97
70730.43,6,4,31136.11
186655.26,7,2,57866.6
194925.23,7,10,62380.93
65847.48,2,9,28076.62
130678.22,3,6,44793.54
52052.87,3,8,20627.94
76863.09,5,5,29296.38
159505.27,5,10,57573.02
102729.85,8,6,40481.19
170670.04,3,7,54605.35
127604.35,6,3,41608.93
127639.63,4,10,45301.14
11606.61,1,5,9553.08
151185.72,6,10,53967.52
195683.97,2,6,57242.27
97240.57,4,6,34262.21
35923.1,7,4,21624.22
195510.65,8,3,60977.51
61574.55,2,4,21709.24
84793.6,3,9,32263.39
20086.45,5,5,16926.34
26613.19,4,6,17459.66
47230.31,2,2,18687.62
111950.88,7,6,42392.69
113768.89,5,3,36522.25
123217.55,4,5,36016.61
118844.31,1,8,38637.68
101571.21,2,4,30461.84
161409.24,8,9,59771.79
187110.44,4,10,60962.2
57603.46,8,7,30875.35
30387.77,5,2,15497.31
87892.02,3,10,36134.3
10152.36,7,5,17044.96
177247.18,1,2,48474.39
51742.72,6,7,28710.92
112112.84,5,7,36729.73
27443.52,8,5,21629.19
112885.18,6,4,40900.59
12603.72,2,8,14354.85
154917.31,6,3,47419.9
191307.19,2,2,53830.48
64860.33,8,2,28395.96
55351.85,7,6,32319.31
92359.02,4,2,33809.09
125894.86,6,2,45055.64
41847.68,8,4,25764.18
161645.06,8,7,57384.76
43714.29,2,5,17411.99
6067.47,8,2,16038.49
107228.86,1,7,32740.63
27454.19,6,9,23842.25
141156.55,4,2,45256.91
37656.65,4,1,17649.7
164389.18,5,6,51553.91
96721.79,2,6,35970.57
115424.19,5,8,43607.25
41384.11,1,5,16073.66
33604.18,2,2,15759.78
128102.03,6,4,46842.22
54814.82,6,7,28102.95
80255.49,8,7,37751.87
98492.59,2,6,37553.15
49778.55,8,7,31085.53
160107.64,7,10,59076.51
188187.76,6,10,63875.8
89219.17,8,7,40392.78
183921.93,8,5,62793.81
177123.15,6,3,54859.7
37379.21,2,6,18904.96
38809.48,4,5,21400.94
98093.99,6,1,32787.07
107542.15,7,3,39932.59
71520.3,3,7,26680.53
66019.59,3,10,31326.03
89116.62,2,4,27409.71
139643.46,1,3,39605.31
21456.76,5,9,22750.88
143563.49,4,2,47887.33
185616.85,6,4,58315.61
153883.81,3,9,52155.86
42376.99,6,5,26419.24
22058.83,5,6,18887.58
100624.18,1,5,32229.07
191499.19,2,5,58682.81
164716.56,8,6,61600.3
114733.06,4,6,41794.77
32881.38,1,1,10201.94
144198.17,3,9,48482.8
163534.66,2,7,50222.33
187338.48,5,9,63156.29
124362.67,6,3,43368.29
105320.83,2,10,38265.52
125740.5,3,3,36100.14
188934.24,4,4,55508.05
127484.78,5,2,40556.71
55230.41,1,2,14787.87
129049.52,7,3,43879.3
176550.19,6,6,55670.29
115565.4,3,6,39450.51
103026.27,3,8,37612.72
148007.0,5,2,48088.19
133892.8,2,2,34539.05
16054.08,4,9,19622.71
146435.67,2,9,51049.91
84472.14,7,5,33746.48
188475.16,5,4,57411.82
194306.58,7,5,62480.47
92504.07,5,7,32415.71
193915.0,3,4,59209.9
65610.0,7,3,30414.0
138115.66,8,9,51406.72
19635.67,4,7,12640.12
33272.92,3,9,22880.89
173582.55,3,2,55696.44
179287.89,8,10,67169.09
108859.18,8,6,44825.83
71255.82,3,6,27098.06
92949.67,6,8,40957.65
174576.78,8,3,57379.54
46143.72,1,6,21530.62
62499.7,6,1,26105.29
158161.37,7,7,57516.94
187377.54,3,6,57114.4
23120.83,4,1,14913.1
161735.6,2,7,49913.0
130788.32,5,5,43268.95
50000.45,6,1,21968.36
152384.35,7,8,54881.42
146943.63,3,2,44799.32
32695.81,5,1,14823.44
102938.96,3,7,36053.07
152866.76,1,5,45387.65
42351.1,1,6,22868.9
95239.37,3,9,35667.86
28544.52,5,10,26725.19
64832.81,3,10,26982.36
47499.26,2,4,18938.62
103488.87,3,9,38625.91
32536.99,5,2,16982.95
79714.4,3,8,34045.38
58656.77,5,10,29905.51
150479.54,3,7,48648.57
141435.61,3,4,42606.45
23511.45,1,10,17946.46
190929.36,4,3,58798.9
150213.17,3,6,46845.74
125111.95,5,2,39756.1
98151.79,4,4,37864.24
39694.87,4,3,18041.18
192593.12,2,9,61247.47
6532.38,2,4,9984.39
140033.82,3,6,44096.61
103951.64,5,7,36308.68
181003.47,3,2,53849.72
79235.97,5,5,32164.71
106135.66,6,9,44889.47
149756.18,4,7,51998.26
14275.48,1,3,12471.75
15622.67,3,6,12694.83
46276.19,8,4,27315.23
33552.79,4,2,18397.43
6256.48,3,10,14742.75
126483.02,7,6,46041.44
160207.9,5,3,49779.35
191637.42,3,7,60372.71
90975.56,1,1,25545.37
59545.53,7,5,32869.61
173460.98,3,5,53455.07
169657.14,4,4,54990.95
126844.43,8,9,50490.3
58264.06,6,6,28461.48
182160.93,4,8,58877.52
39788.26,8,4,21821.49
13511.07,7,4,17346.94
160340.57,4,7,49824.33
114913.52,8,7,49164.42
53061.22,1,4,19349.39
135824.65,1,6,42377.15
154509.72,6,3,47347.62
169686.46,8,9,60045.26
60014.57,1,6,21893.3
9989.55,2,3,6049.14
104457.57,6,1,33065.42
171935.33,8,4,56762.67
45525.16,4,5,24446.09
87119.47,4,9,34572.01
55002.04,1,6,25045.26
7605.72,2,8,13258.04
180212.2,6,8,62825.94
31335.38,6,1,16968.88
154519.59,8,9,54254.66
72587.63,2,7,29410.22
59147.97,1,6,20268.86
188500.63,7,10,66729.17
133153.9,2,5,39533.26
138949.92,1,2,37777.85
153132.32,8,4,55360.15
71482.0,8,9,37206.22
114914.57,7,4,39617.71
57693.55,7,4,29493.04
167735.6,8,9,60448.69
121864.94,8,10,48077.15
52464.33,4,3,24721.72
180452.89,3,4,56410.03
118263.8,4,5,40509.31
101530.95,4,8,41220.15
11725.08,7,2,13901.48
182411.39,5,10,59739.89
190693.41,8,3,60206.26
114706.73,4,6,40735.98
91290.1,7,9,41758.26
75115.19,5,3,27703.34
57269.36,2,10,26164.06
117033.22,1,10,43315.39
29978.54,2,2,11947.11
184238.85,6,6,57529.19
39311.95,2,10,23773.4
150375.09,3,8,48160.79
64843.12,1,4,22543.86
49083.86,6,1,23907.52
113784.49,3,4,38328.64
154199.37,6,3,51470.84
146713.65,3,8,44169.77
50582.49,3,2,22580.49
69447.96,4,3,25124.03
174422.28,2,2,50973.18
146032.53,1,7,44196.18
143975.31,4,1,41323.17
57436.49,3,8,28641.05
159440.84,8,7,55748.91
74891.47,7,1,30712.17
83271.15,3,8,36195.94
61074.41,6,9,31526.8
28671.1,3,9,21215.1
86976.74,8,7,36409.12
8303.2,3,6,11269.13
93902.5,5,3,33090.66
146376.26,5,10,53987.07
192345.28,6,5,60819.88
20329.56,3,4,12432.18
59851.69,5,1,17726.06
101355.56,1,4,33382.22
38225.65,3,5,16212.15
27781.56,5,6,15246.35
93202.03,5,6,36780.5
118242.45,2,3,37884.17
164940.51,2,5,48322.42
199571.67,1,5,56544.53
155982.8,6,10,52590.49
48161.39,3,1,16184.9
150855.72,2,2,43120.15
109744.96,3,9,41468.28
92907.87,2,2,27876.33
187467.06,6,5,57818.43
141908.05,7,3,45292.49
137930.15,3,2,40001.1
7292.41,5,9,20344.2
173688.94,5,5,54700.58
159693.59,8,9,59836.74
63293.67,6,1,26724.42
61962.12,8,9,34953.35
15428.3,1,3,8270.55
14917.0,4,2,13252.36
135375.93,8,4,47516.89
41316.33,5,10,24530.22
185091.83,2,6,55197.26
169268.86,6,2,51502.92
73032.61,7,6,33420.44
79113.37,3,5,24683.71
68818.93,3,4,27266.57
23017.01,1,3,10305.86
11128.88,5,6,18803.64
93165.97,4,5,31280.3
188892.82,4,10,58687.05
183863.62,4,4,56540.32
162918.55,7,10,62104.54
127576.01,7,9,50195.18
171963.37,4,9,56595.64
105438.36,6,9,46516.94
40131.23,8,4,26432.94
138413.22,8,5,49978.61
184525.98,7,9,62177.23
8822.99,7,10,21393.71
54031.59,5,6,25937.9
56760.45,5,8,28049.37
24312.71,4,6,19278.16
48971.37,3,6,21535.97
79876.51,7,6,37820.12
188267.91,3,9,57734.1
172751.82,6,8,58005.31
189471.21,3,2,56388.7
28511.5,2,7,14398.22
10469.45,5,8,17838.68
26427.22,3,5,14654.28
183287.65,7,10,61710.93
35710.28,5,9,21767.22
116664.16,4,8,42016.34
49378.56,5,9,25574.32
9023.91,4,6,13546.06
21501.16,6,7,18290.78
143410.42,1,10,46397.72
40561.46,8,1,24887.8
49682.15,5,10,27019.94
78565.02,2,7,25186.63
133162.1,8,9,50852.48
96527.62,5,7,38236.53
189198.99,7,1,57319.28
89665.53,5,1,34472.08
43830.53,3,10,28430.53
109547.85,7,5,43199.4
92923.47,1,3,29232.89
158491.98,3,1,50116.54
187348.64,8,7,66318.85
168077.57,8,2,52848.35
80862.75,4,3,28706.19
47142.64,1,8,18845.07
183325.34,1,4,48256.41
80258.23,6,8,35374.04
155190.29,7,4,52582.68
197957.83,1,5,49355.0
117601.32,5,5,43868.11
98576.69,3,10,41035.27
141474.8,4,3,45172.86
42816.54,8,3,25626.16
100206.75,5,7,36728.8
65904.5,7,9,33550.65
37024.43,2,7,23309.86
123976.63,2,9,44585.6
117262.69,2,5,39485.2
153434.7,8,9,55638.15
175229.17,7,6,57946.8
47973.32,3,5,20621.73
157042.02,7,8,57646.37
76640.11,5,8,32187.71
127617.09,1,7,39201.42
170796.81,5,6,57223.03
54956.1,5,9,27715.4
122187.45,1,6,41228.08
98662.18,7,4,39995.72
159162.57,2,1,45732.87
140962.05,6,8,53276.16
155078.21,1,4,44292.82
61148.91,2,3,20531.46
142349.48,8,3,48113.5
123132.15,5,9,45777.26
94052.69,6,3,34181.03
78777.02,6,3,29059.39
69662.01,2,5,25240.36
6886.5,1,9,13429.02
38063.92,7,8,27021.37
16500.75,4,3,12515.12
170429.72,2,10,57555.73
172717.33,3,9,57066.64
170007.7,8,2,59493.18
164494.35,7,1,54902.64
48159.44,5,7,23225.35
100898.3,1,6,32411.68
182029.54,7,7,60632.63
153157.45,1,1,43056.03
5354.96,4,2,10749.74
94588.18,2,5,31498.36
7080.69,5,3,13295.65
59728.9,5,6,29080.54
89973.68,2,10,31434.91
179115.36,5,7,60228.0
132604.94,7,5,44653.93
75684.49,7,9,36637.7
100677.71,3,2,32246.77
164390.95,2,6,52141.24
63432.84,3,7,27885.06
124931.78,6,6,46431.68
56138.14,3,7,22963.67
98592.87,1,3,30333.8
9808.41,8,7,21024.64
171193.69,5,8,58106.62
14428.02,5,8,19302.86
48750.3,6,8,25242.4
70034.82,7,6,33878.35
126906.42,4,8,46368.4
145406.53,8,1,53067.42
20687.95,7,1,17736.59
13475.77,5,7,14056.32
160803.03,6,2,50680.16
143872.47,7,8,52401.6
167152.32,2,3,47151.99
136924.96,7,10,53939.7
151447.39,3,4,45702.41
78912.48,2,1,27896.97
120085.94,8,3,44336.62
162051.51,5,4,53531.4
38562.92,7,2,22409.11
87450.48,2,2,24309.81
149395.5,5,2,42553.28
108864.13,4,5,36253.02
137923.2,6,1,41509.75
62109.49,4,5,26616.37
11306.78,6,2,14825.44
10683.43,6,3,13205.29
188842.33,6,9,62198.46
189185.31,7,8,65314.15
46200.06,5,1,19241.73
33755.8,2,3,17370.91
8537.27,7,8,16525.22
50095.09,3,5,22719.71
70198.53,5,1,27876.15
52042.31,4,6,20919.11
160489.91,6,4,49736.64
151138.95,6,8,54207.28
20797.76,1,4,9699.59
140977.71,5,1,44894.37
106514.1,7,1,34973.06
30772.39,7,5,20352.33
149209.41,1,6,43772.38
21778.89,1,7,13806.67
39544.38,8,8,27237.16
34099.16,3,4,18352.37
188111.51,4,2,55743.45
141140.42,6,2,46389.84
85200.76,5,9,35963.87
165329.81,1,5,48829.66
47112.08,4,3,18956.7
186563.19,8,1,59876.0
140914.48,6,4,44071.9
114118.22,4,4,36928.88
159956.45,4,6,51618.27
130732.29,4,1,37542.74
177986.31,4,1,54083.88
166684.77,4,8,54193.03
43576.95,2,1,13488.92
51734.44,2,4,18867.66
17694.0,4,1,18038.2
47938.79,2,6,20342.39
71980.33,5,6,30627.85
10621.33,3,8,14225.3
66417.7,6,2,26197.33
155451.44,7,5,52261.99
168863.88,2,5,53527.97
6730.29,2,1,6490.59
6393.67,1,6,11245.98
33529.89,3,4,15074.58
175152.53,4,1,52206.72
96509.22,7,4,37517.71
196665.9,4,10,65768.02
178029.64,4,5,58429.03
178574.98,5,5,52482.67
30052.9,1,10,19244.24
97669.72,8,5,36404.59
198750.17,6,10,67315.15
34063.62,3,5,17825.95
116975.52,2,7,36410.48
72134.6,1,1,20051.65
80632.34,6,2,29252.94
178704.54,2,1,48340.84
119641.0,7,4,45158.93
152961.4,8,6,54866.32
136280.71,5,9,48399.56
108158.06,7,5,40260.25
159383.68,1,4,47047.68
194292.92,7,4,63211.47
193529.81,8,3,64176.03
158943.14,1,9,49742.48
100029.3,2,4,30914.94
36816.0,6,9,26598.59
13671.75,1,3,10420.6
50131.77,8,9,31921.18
71350.31,3,7,25439.34
30320.68,8,6,25219.47
48829.24,2,3,18783.54
21291.37,8,7,23622.83
107117.01,4,5,34518.5
29632.05,5,4,18010.93
149839.88,2,1,40637.84
69866.71,4,2,26963.29
136052.23,8,4,49430.76
177091.29,2,1,49401.96
21773.23,6,10,21061.98
197855.15,5,5,62884.8
130822.45,4,4,41718.52
15406.36,2,9,17498.08
66230.44,2,1,23726.66
177817.8,3,2,51529.85
121265.55,5,10,45149.94
61008.36,7,5,25229.8
188396.44,3,8,58620.79
158514.25,3,3,47504.17
148430.01,4,4,49194.97
178243.29,5,4,58018.47
155107.09,5,6,50231.7
60913.98,3,6,28917.81
118857.78,1,3,35028.1
169245.8,7,4,50181.02
40265.38,4,9,21486.89
36789.54,7,10,25896.12
36000.37,3,3,14971.41
42879.78,5,6,24230.47
25130.01,3,1,14277.39
168337.66,6,5,55826.64
164572.05,8,10,60937.51
34516.95,7,5,22455.79
142579.75,6,6,53163.71
127260.23,2,6,44621.83
58857.88,5,10,32047.33
49336.84,8,3,25795.75
53864.24,3,4,22622.75
147472.97,4,8,50134.98
67266.83,8,8,32101.74
59202.06,3,2,20337.18
9383.81,8,10,21767.14
182106.12,8,10,61499.3
151777.31,1,6,47625.04
97192.82,3,1,30420.74
188870.75,7,8,64406.85
62238.78,7,5,28938.99
136567.48,8,8,50843.26
64504.32,4,5,25433.23
66341.62,6,9,34925.36
169718.29,5,9,58185.55
158469.28,1,2,45781.56
62350.95,3,10,29811.49
20870.96,3,1,15388.59
74728.91,7,10,36268.25
153211.22,1,7,48426.07
24606.15,1,4,13475.41
136059.67,5,8,46775.87
178503.84,7,8,62020.18
39949.3,1,10,19995.17
173129.84,2,9,53474.49
15015.96,7,10,23121.89
135041.65,5,1,45945.66
159252.59,5,8,50071.78
91729.39,3,7,35115.16
44727.1,4,7,24857.6
185322.25,8,8,62958.26
8893.93,7,5,17669.04
113238.89,2,1,37512.69
77705.63,4,10,33197.29
94906.15,6,3,37521.81
109630.19,7,1,41010.08
109275.98,7,3,38501.99
44706.61,8,9,28756.71
137541.95,6,8,48593.43
8733.92,5,1,8966.88
9130.9,8,4,13030.67
98305.03,2,8,37366.41
110671.06,7,5,43592.03
58603.45,3,6,23594.91
112576.73,7,8,47708.91
105641.3,4,4,34494.47
73098.01,3,1,26989.55
132096.05,7,7,52475.96
191797.76,2,6,59487.8
100706.53,8,8,44249.53
158279.9,1,6,46545.35
53281.33,2,4,22131.02
153580.37,2,2,39974.99
131536.66,3,6,41156.61
129741.07,3,4,41075.6
179141.89,4,10,59632.05
50503.3,7,8,28611.07
76847.77,7,8,33523.61
21198.15,1,8,15865.85
146593.4,2,7,45713.63
169554.12,1,1,42803.51
84137.53,1,7,31613.27
74581.23,5,2,25330.05
133437.11,1,3,37923.07
19740.14,8,9,24223.62
62299.17,8,9,33542.39
76411.5,1,9,29296.6
106125.11,3,2,34204.33
97931.0,1,1,29922.47
45692.68,5,9,28793.53
110453.64,2,7,35107.73
185544.39,1,6,55676.28
10282.14,4,5,15476.65
137659.78,4,3,46113.31
126818.26,1,5,37659.22
185263.26,2,9,54749.25
130842.26,6,4,43072.12
126844.33,4,3,39899.46
155112.1,6,9,52922.9
57222.16,4,1,22129.01
121167.79,7,2,39854.48
106287.12,3,10,42307.32
90502.14,4,6,35795.82
20500.0,7,1,19932.18
62062.63,4,8,30400.33
59596.43,1,7,23498.28
146228.94,1,1,43884.36
184527.95,8,2,58154.3
50003.51,2,9,23970.59
19551.67,2,4,15531.94
199991.61,4,5,63508.89
139785.04,2,7,44212.3
177861.82,8,4,56942.6
33056.49,2,9,24694.37
161149.77,8,4,53110.8
163598.13,8,1,50514.73
34540.34,6,3,21433.2
36473.82,5,6,20123.9
62612.99,6,6,28777.38
47273.55,3,8,26696.07
195204.93,7,7,66753.78
75774.05,3,3,28548.88
153454.75,8,10,56493.94
161984.91,5,8,53914.5
80258.47,7,4,32848.83
138104.18,7,8,51546.38
26021.03,8,6,25833.72
82407.6,5,1,29185.56
193625.58,2,4,55500.7
37863.48,7,10,28996.85
80213.7,4,5,33166.51
159151.69,6,7,54329.05
134757.53,5,6,43988.89
128146.13,8,6,45343.56
171385.2,7,5,57809.62
10673.3,2,7,13484.45
155377.05,1,8,49334.65
177097.06,3,2,50314.18
8154.02,8,2,13833.43
113997.78,6,9,45319.52
72974.75,5,8,32044.75
14898.73,7,3,17836.88
86460.88,7,3,34831.49
130585.88,5,5,46386.33
184207.66,5,7,60271.06
126003.44,7,6,46037.54
172064.9,3,9,53857.42
28706.44,5,4,15155.8
46051.63,8,9,30748.87
194207.11,8,5,67414.73
178043.13,2,1,49764.76
50869.26,3,5,24817.3
126089.91,3,1,37195.19
75713.39,4,10,29239.21
96376.71,5,7,39381.44
172871.24,8,9,60641.87
148463.96,2,7,46764.14
51496.3,6,2,26392.42
66618.65,8,10,36361.74
61493.54,5,3,25835.49
157229.24,2,2,44919.95
100567.24,1,2,28800.36
190391.24,5,1,52879.36
164254.0,3,8,53255.14
46182.91,8,8,30065.13
158258.85,8,1,50122.47
103685.47,4,10,37906.51
54473.47,8,6,30074.22
75849.69,5,2,32290.26
194564.59,8,2,64814.58
99372.48,8,4,38579.27
145323.14,8,10,54493.0
98031.63,3,8,37288.42
77453.67,3,9,33426.56
160301.9,4,10,57701.24
170423.25,1,10,52229.61
19018.39,7,2,11963.4
59400.63,1,7,20304.86
104034.85,3,5,36868.95
66717.06,7,5,30291.46
157798.69,1,9,50630.62
27373.01,5,3,14730.6
160570.67,2,1,44031.14
125487.85,8,9,50831.02
61426.71,7,7,32199.79
72168.66,8,9,36368.68
40665.34,1,4,15613.09
54251.81,7,2,25377.4
144867.43,2,9,48715.12
78297.41,8,1,35501.01
139059.41,2,3,40259.15
105250.97,3,5,35189.02
33333.06,1,4,16018.09
102318.78,7,6,39825.69
152511.62,2,4,43851.47
63046.72,1,7,27869.01
131375.92,3,2,36519.57
43811.37,5,8,25331.64
31461.3,3,8,21286.41
75244.1,2,3,26813.99
80894.7,3,7,27553.77
153396.88,8,6,53922.02
94715.36,7,9,41849.15
20840.8,1,5,9769.24
128629.9,5,5,43163.62
96504.39,5,5,30984.1
69670.42,5,9,34626.88
161432.67,5,1,49429.37
35105.03,6,7,25673.18
183076.41,6,6,61267.35
70141.99,8,8,32152.75
94883.58,7,1,36462.04
186200.43,5,4,57462.19
153441.77,6,6,50305.95
19488.97,8,1,20227.42
117767.89,4,1,37826.6
65520.76,7,2,29306.48
104155.21,3,3,36127.86
149878.96,1,5,47293.5
101753.72,5,7,36453.62
18849.27,2,10,16876.11
108346.2,8,9,43826.83
9705.28,4,9,16793.6
72939.82,5,3,27189.49
98215.95,3,10,40673.35
130711.34,2,3,39153.58
103710.32,6,3,38085.21
34629.63,5,9,23731.76
186782.42,2,3,55007.02
131808.44,3,3,39146.0
66808.72,4,5,25366.54
193358.24,7,3,62726.46
177102.63,5,3,58850.54
32980.57,6,7,23416.92
132808.67,5,9,49458.71
114213.54,1,6,32699.25
42597.74,3,1,14914.65
50527.65,7,8,29564.79
114935.89,1,5,33227.6
67651.22,4,7,29659.99
167792.13,7,7,60340.49
24059.15,6,10,23023.03
183236.0,6,7,59062.87
168907.75,1,6,47997.32
149031.58,1,6,45959.98
56200.61,5,4,22390.85
144416.78,2,8,47225.68
90560.11,7,6,40679.67
128582.79,1,6,43244.26
65948.11,5,6,24541.62
167992.28,7,1,52472.39
12912.34,2,9,13119.73
