income,family_size,spending_score,expenses
114801,5,8,71911.73
58610,1,7,29149.8
126425,6,3,57582.16
101017,1,10,42521.12
102023,1,1,20588.76
144060,7,8,86381.1
91803,1,1,34808.63
97328,6,8,60463.77
56755,1,10,28711.67
57706,5,3,40309.56
53968,7,5,53177.41
65747,3,7,38784.9
113439,6,4,58747.24
134390,7,9,79618.88
115968,3,6,50944.67
43517,3,1,20442.15
89624,2,8,45798.86
45740,1,1,14474.08
55598,2,7,19598.15
146664,4,6,71060.01
54779,3,1,25828.81
95537,7,5,63270.09
44479,4,5,42086.69
48052,4,5,34546.09
132754,7,7,83172.8
90649,4,6,47322.25
111769,7,3,64400.17
131551,7,2,70032.37
114049,3,6,55073.0
50172,6,8,53518.6
78307,3,7,48470.18
73282,7,1,52851.57
141808,4,5,53438.28
53340,3,8,33151.84
37228,7,10,50410.99
103724,2,10,57532.34
104266,3,7,59575.56
147339,5,3,60629.86
87312,1,7,29391.64
123892,2,6,49984.88
47070,2,10,32156.28
130215,1,2,32820.09
108135,5,10,72038.63
97009,3,4,39925.68
76463,3,2,29701.43
36692,5,6,38448.63
52825,6,6,50008.66
114353,7,1,56595.52
130742,7,3,67097.35
38128,2,3,16970.25
146738,1,5,54597.59
119549,1,2,35935.4
55054,4,1,25289.26
80373,1,2,22000.39
51762,3,4,33688.48
28750,1,9,20268.29
47189,5,9,34933.27
67758,3,5,33782.21
125547,4,1,41456.73
94923,7,7,66598.09
120746,4,8,65725.93
134129,3,6,52515.4
128640,7,4,74719.43
45584,6,8,43422.26
142543,5,8,80079.98
49430,3,5,28603.88
76471,7,8,59889.74
133849,1,3,41150.69
95727,4,10,53981.94
92954,2,5,39250.98
134811,4,1,52333.36
77565,6,5,50947.69
131589,6,6,74657.04
130820,6,7,73334.3
44372,5,5,41548.59
118758,4,3,60331.1
142162,7,5,84781.03
108721,3,4,49729.73
68912,2,6,27741.92
63185,6,1,43872.18
141458,2,5,53962.91
96970,1,8,40319.6
83118,4,8,53105.48
143933,3,7,59605.75
20657,6,10,40785.98
108121,5,1,46281.75
26414,6,5,32162.42
133891,4,6,58187.16
141932,3,6,62442.8
94271,6,9,63190.01
95494,3,1,41535.84
104334,1,9,43210.45
97802,7,9,62866.74
74595,4,2,46386.3
118145,7,2,52484.59
61225,1,1,9805.81
133622,3,1,37704.98
93582,1,6,32473.85
98966,6,9,75451.87
40082,2,8,25822.96
114635,2,7,44214.25
40058,5,1,30280.74
78593,1,7,30056.28
21806,6,4,36936.33
39432,1,6,13322.82
46387,6,1,41599.5
72276,1,9,30439.97
84164,4,8,50357.47
142503,1,7,57772.35
76176,7,3,56603.0
62395,3,9,36108.4
112857,1,5,34616.22
129008,6,5,69655.03
94205,7,5,58897.15
43585,7,10,53250.68
70508,4,4,37852.95
84123,3,6,40456.11
65810,2,3,21185.96
42146,3,9,31650.93
41829,2,4,19525.97
121457,5,7,67261.33
70213,1,7,28386.29
90240,2,10,41925.45
118947,7,9,86850.26
20533,2,1,21246.93
32435,4,1,26878.85
74800,5,9,50148.45
89090,3,9,40054.31
80598,5,4,48158.22
146880,1,5,47170.03
68149,1,9,36812.66
112703,1,8,48384.36
23830,2,9,24097.41
136552,3,10,81295.62
133723,3,4,57142.97
140945,4,10,69014.55
63382,5,8,42607.18
45331,3,2,33142.83
71494,4,7,45013.83
105891,3,4,39585.62
44711,1,2,4269.92
117768,1,2,27654.27
109313,7,10,82829.18
23092,4,8,31102.07
131316,4,7,61604.17
133976,7,7,71803.24
76705,2,4,36579.92
113078,3,5,46705.17
119950,4,9,63955.5
96921,1,7,42514.27
91847,1,10,39488.6
69438,6,1,37694.83
145089,3,3,52861.67
60825,5,6,45539.11
48078,3,7,40492.27
129569,5,3,49766.3
146827,4,3,54348.6
141115,1,4,42382.79
65777,4,9,37158.84
33421,7,3,42241.82
137878,7,8,83698.35
37696,2,2,23129.2
74582,2,9,36278.33
60735,6,9,49411.48
39939,2,7,22606.02
93342,7,6,58194.81
124598,2,5,39244.5
64253,4,5,41393.1
81989,2,2,23636.26
53155,7,5,53525.79
99643,4,4,48170.74
37301,3,4,30309.27
72325,7,1,52784.84
111508,5,4,64707.56
58817,2,9,34466.06
43193,7,6,46156.03
50433,1,6,24289.01
136122,2,9,64982.3
102681,6,10,70792.59
93187,5,7,59549.21
70019,2,2,27490.95
126659,3,10,70197.51
69627,1,1,16114.17
33818,2,1,23265.79
88302,3,3,42620.32
69296,4,4,44632.41
39148,4,9,32102.7
27993,6,3,37787.54
39930,5,6,35763.15
26397,1,7,11448.44
134430,4,4,56406.95
58664,2,3,30402.98
27949,6,3,44872.56
134659,2,7,53433.57
124743,5,2,47898.41
64671,3,4,36942.64
38203,6,10,36517.25
146606,6,4,70044.29
109296,3,9,55787.6
72505,1,8,41225.82
102506,4,2,38570.61
50748,7,6,52553.13
26535,3,4,16776.9
24774,3,4,23953.17
117452,3,3,48987.44
85159,3,4,43132.03
128548,3,9,53679.74
42133,2,1,21472.16
107832,4,5,60368.08
139304,6,7,78010.44
29687,7,8,49944.51
96333,1,3,26558.15
97362,6,2,45185.93
102247,2,4,39427.81
89872,2,9,40921.52
59597,4,7,45150.56
56433,1,2,24291.13
127594,5,5,61828.06
139891,4,9,78510.04
116922,1,2,38990.48
75588,3,7,44218.23
28015,7,8,54006.67
33937,5,10,37768.82
79012,2,3,30302.49
43216,2,9,23694.35
125009,2,8,53155.98
71101,1,2,18905.78
74078,7,6,59667.04
31528,7,2,47046.93
89624,2,8,39576.35
141421,6,9,79760.21
57654,7,1,51205.33
144474,7,4,73533.04
46537,3,10,34058.92
130166,6,6,70230.45
99061,1,2,31647.83
56503,7,5,51882.12
134889,5,3,58195.6
91205,1,4,36056.46
139769,1,3,50744.88
20917,7,10,45398.81
60844,4,5,34931.58
99724,4,8,53150.16
45780,5,6,39173.22
88429,6,8,61313.41
37429,7,1,30483.44
147847,4,4,59886.9
135016,7,8,84540.91
121433,7,8,67825.56
97414,6,9,65046.7
58512,4,6,41235.92
58407,5,1,38263.42
89473,4,7,56788.36
63173,2,4,25615.45
50600,5,5,37935.61
99641,4,2,48423.17
134040,4,6,57752.13
123420,1,10,54270.01
56851,4,5,31192.86
77634,2,8,40640.76
147971,7,3,84985.54
46919,3,5,27092.32
47502,3,9,22132.7
43100,6,6,40429.57
26503,2,3,19272.41
105023,3,4,55812.15
104505,5,6,50914.84
48281,4,3,31522.69
85584,7,7,63460.43
49677,6,9,44032.86
69709,2,6,37782.05
107468,1,10,51449.9
69707,6,7,47973.83
56006,7,9,50943.25
69352,7,8,64265.63
49627,1,1,8797.13
146034,4,10,79284.66
42326,6,1,38466.91
52606,4,8,47529.24
46174,2,4,12979.62
91937,2,1,31017.58
100113,5,8,65993.46
114839,7,6,65738.61
40713,6,8,52649.66
32537,7,5,42218.79
143241,2,9,62719.61
105166,1,10,52823.41
104914,5,6,61504.1
131659,3,7,55357.05
135782,2,5,50256.26
52576,5,1,26420.16
84545,6,9,68499.33
129201,4,5,59431.0
70147,2,10,40546.56
100821,3,3,39051.38
100470,5,1,46346.38
88320,6,3,61427.07
69779,1,2,13732.69
106781,2,4,37128.65
48579,1,8,26766.52
99233,6,1,45277.11
112818,7,9,80441.31
119765,7,9,74731.23
145259,4,8,71897.34
116703,4,1,40589.75
88444,5,8,65231.61
44670,7,9,55734.11
114013,3,9,65268.47
42552,4,7,34068.19
78543,3,9,47820.43
40735,2,8,25354.42
101585,1,4,31406.87
94363,2,2,37212.66
65833,1,3,29173.14
46149,7,4,66507.36
20156,5,7,27833.54
130584,3,2,42550.25
125268,7,2,64235.87
91939,7,1,49435.57
122391,3,1,40746.19
64779,6,6,50364.12
62878,4,6,42552.57
110983,7,9,80900.57
45641,6,3,31867.27
53286,4,3,38920.02
53754,4,2,33473.64
20113,2,5,16045.41
52034,3,3,20163.56
68152,3,8,40828.85
84015,7,8,72244.77
125463,5,7,62407.1
42381,6,7,55676.64
77835,6,5,52413.85
73101,4,8,47702.09
147481,2,7,60621.95
51538,3,10,29091.46
93230,1,4,27874.66
33672,7,9,43513.29
132199,5,8,83197.66
56008,7,3,57238.09
89650,6,6,58240.62
56919,2,8,26417.46
45664,5,5,35313.26
74607,2,1,25460.08
118540,4,10,72534.0
107432,2,5,47736.13
94534,6,4,60341.19
130310,5,5,63756.74
58421,6,1,48860.47
57622,2,9,24895.66
37178,1,1,12985.22
143019,5,10,81754.24
68602,6,7,54806.78
34805,3,9,26657.35
99177,6,10,72894.61
66404,2,3,27221.03
112227,3,6,49390.3
139940,3,9,73921.76
115162,7,5,70791.95
96750,7,10,77993.08
56855,6,5,49251.47
47573,3,4,20593.06
21784,1,10,11868.19
43866,7,10,61109.96
127717,1,3,35693.6
47273,3,1,35001.2
57909,4,3,38859.92
68604,4,9,46549.76
143013,4,8,74138.73
24518,6,1,30295.75
35185,2,9,17500.06
46433,7,9,51920.55
46148,2,3,26286.97
142572,2,10,71030.46
33269,1,10,16126.17
37863,5,4,51205.84
109555,1,8,39866.52
96907,6,4,57742.97
40388,5,4,39492.16
25619,5,5,31216.44
123306,7,8,79540.97
45487,1,10,17709.12
120273,3,7,45840.85
77065,4,5,37879.64
94198,1,10,39744.68
148248,1,1,38257.55
143964,6,8,88634.75
115140,3,7,54658.61
123768,7,1,64282.63
87703,3,7,52100.75
82261,3,7,42496.32
128321,1,7,48362.13
81549,4,3,39768.23
30165,7,4,35659.01
133969,1,1,33276.41
28608,1,7,9907.9
135858,5,9,79741.72
94821,6,9,63577.4
57336,4,5,30528.75
45098,5,8,46408.53
42902,4,1,31819.62
58808,2,8,28283.68
93256,2,2,34341.53
43846,7,9,52704.48
50180,2,3,22307.25
119542,1,4,37924.13
123219,2,4,44513.52
142073,2,5,56210.45
36117,4,7,26206.37
128004,5,3,57562.36
94998,3,2,41856.35
60830,1,5,20477.33
117396,5,2,45676.5
71017,1,2,30157.94
44893,2,6,27542.86
135687,1,10,56042.72
40417,4,3,31864.94
94699,4,7,54080.35
67871,1,6,29805.43
141352,1,2,45103.51
33329,6,2,41139.11
90752,4,6,48647.16
113556,2,9,55104.3
58464,3,1,23804.52
38714,2,8,14186.23
50531,5,1,38414.04
84026,7,7,59371.49
138640,4,3,59206.83
71453,7,8,48492.28
116363,5,3,61501.08
134943,6,7,84913.36
72305,3,6,36045.95
111307,5,10,69779.91
75485,1,5,25075.17
120264,6,3,58934.69
121134,1,2,34002.75
85946,4,4,44910.6
21415,4,2,29877.0
78206,3,8,46144.2
22571,2,3,16392.07
89965,4,5,48364.8
77444,5,9,47091.94
84987,6,8,61401.81
25996,7,7,43058.87
121843,7,5,68602.45
76337,3,3,40055.82
77044,2,1,30615.2
141806,5,4,67429.18
80072,3,3,30858.17
97447,6,8,63795.66
99423,6,2,55306.18
90013,7,6,61352.9
60665,4,7,41134.9
72611,7,10,61155.57
100502,6,9,67258.9
98348,6,3,63743.38
91177,1,3,32375.63
22304,4,7,32365.53
95419,1,2,36955.62
119808,6,10,84071.36
31734,7,9,45003.06
72197,3,9,50585.22
120372,5,8,81870.36
61301,6,3,44858.81
132636,3,6,53834.72
95855,4,6,48825.09
26304,2,2,10623.2
132039,2,1,43415.07
146538,2,7,62240.38
133008,5,2,64001.43
69190,5,6,47741.5
116638,5,8,73016.11
64258,1,9,30467.34
58192,2,5,29721.07
98198,7,3,58633.23
108775,6,8,69568.2
57662,2,8,39616.74
80326,1,7,36817.67
72544,7,8,71759.03
36782,4,9,35746.96
134426,4,8,73824.47
74344,5,10,52024.91
102399,5,5,55877.48
27247,4,9,24586.25
121720,2,8,41593.48
54322,1,1,22912.91
137360,3,6,59214.1
114936,7,3,75365.53
42461,2,9,26071.23
140414,2,3,50317.86
123727,5,10,86066.87
60986,6,3,49899.78
83924,3,3,30974.64
99841,6,10,71616.05
135367,3,5,47829.89
46708,3,2,24871.87
45768,6,2,44083.12
117721,7,7,77718.86
104140,3,1,39591.27
86489,7,6,61895.54
137994,3,7,59268.0
95974,2,1,23090.0
85076,5,1,44563.86
44386,4,6,35298.77
50540,7,10,54872.56
37763,5,4,37297.31
45843,2,2,28229.49
96593,6,10,78372.99
98210,3,10,48488.85
126790,6,7,71918.94
47376,6,5,39574.84
93534,7,6,55848.53
37783,5,2,38497.98
148829,1,6,58664.35
29609,3,6,26371.15
54017,2,1,10160.62
147387,7,1,68175.78
95316,7,7,66293.75
65161,6,10,63152.38
52480,2,4,24152.14
85417,3,2,33109.69
102905,5,2,50007.53
76636,3,3,29500.34
116115,5,9,66291.21
40985,2,5,29606.36
36548,3,9,24475.18
58647,5,2,40459.17
70680,1,4,26060.89
111827,6,9,67770.72
118305,7,1,47561.57
119470,4,2,49278.1
72135,1,2,24554.28
81937,5,10,56257.06
89717,2,8,44788.27
86668,7,7,60620.72
131744,7,4,76066.96
117438,4,8,56441.4
79896,6,5,54469.37
140336,5,1,62582.16
101287,5,2,50547.71
102357,5,4,60926.31
26896,4,5,40985.82
117387,1,5,44807.97
136784,6,4,67811.74
125301,1,6,52410.76
93285,2,4,42002.43
102141,4,4,60164.54
68287,3,9,37754.6
72451,2,5,29891.74
108970,5,5,57719.8
126796,6,6,62014.62
136109,3,2,54663.34
88946,1,4,23182.22
86369,3,6,52888.58
96676,3,2,41179.62
33107,6,4,35975.27
100103,6,1,58069.01
31799,1,8,16211.79
72583,5,1,41195.34
111170,6,8,77805.34
84678,5,1,41350.34
32602,7,7,37551.16
43734,3,8,30683.17
53875,4,5,31878.34
117128,3,2,37658.09
62267,7,10,65148.57
84620,3,4,42578.08
37751,2,3,23086.52
30025,1,3,4758.76
21079,2,7,18334.29
50849,6,4,36025.84
38601,5,3,44202.16
117283,7,5,66047.01
74867,5,5,39550.08
137293,5,2,55270.05
67181,6,9,51236.17
147614,1,10,59949.01
77893,5,4,45400.97
138652,4,1,39961.43
72362,7,8,64256.28
56895,4,6,35732.13
126347,4,3,59607.72
30816,7,3,33102.58
39935,4,9,37774.41
86121,5,5,54340.45
54724,2,7,29650.7
87363,3,3,35175.81
79723,6,1,42860.98
25508,4,10,32934.56
124218,1,9,50352.72
127859,2,8,52783.25
81318,7,3,65276.75
48322,2,10,31541.48
26896,2,6,11821.66
58450,7,1,46195.92
144053,4,3,64687.03
132438,4,3,46443.14
28324,5,8,34136.26
37089,2,1,14518.08
89485,2,2,34101.02
33821,7,1,44469.48
141354,4,5,65623.36
36257,1,6,13789.31
111717,5,1,55770.7
30715,2,9,32441.36
33999,6,3,42976.76
51110,6,4,51467.42
120054,1,10,46626.57
133687,3,1,52767.8
54528,7,6,51814.91
91573,4,2,39523.31
55792,7,8,47360.2
108816,4,2,49470.69
57721,2,9,33875.22
119836,3,1,38080.35
57230,5,7,47114.6
115834,3,1,40880.01
72994,6,8,53104.69
93139,7,9,73675.11
72879,7,5,55205.9
84894,2,6,37253.95
92227,2,6,44867.93
26304,1,1,3325.52
144820,6,8,84105.8
53475,7,8,50591.26
99067,5,4,51139.12
25193,6,3,40611.17
43427,1,10,22422.53
98760,1,4,29623.69
122005,5,6,61671.82
53422,7,7,48824.13
124249,4,3,47996.96
70256,1,1,18126.44
57982,7,6,49675.46
56052,4,6,42436.46
66476,6,10,54073.72
106490,7,3,59506.44
127763,6,7,70096.13
122921,7,6,75342.27
89030,6,5,55270.2
89333,6,3,60730.76
133675,5,8,73249.94
91838,1,5,28468.16
23426,2,1,12121.76
127012,1,4,39653.02
124714,5,8,71894.92
69151,4,5,44129.55
68302,6,8,58525.96
73728,1,5,28682.82
80411,6,1,41950.3
63409,5,8,41711.57
69205,6,1,46715.8
58766,7,10,48766.29
48323,5,8,47831.96
89568,4,7,55588.53
102766,6,9,71204.82
117094,4,7,58734.74
68756,5,5,52828.43
38364,6,10,57752.75
81687,3,3,28706.1
116991,2,1,44670.41
104131,5,7,60356.39
54314,2,6,29183.24
75885,6,4,53177.0
128316,4,8,70851.52
113814,1,4,42152.01
101187,1,8,48333.95
40100,5,5,36617.22
93276,7,5,59134.13
65950,4,4,34329.61
31225,4,4,25274.12
121920,7,2,53917.13
66734,1,3,18723.12
99969,2,1,25731.14
78223,6,6,56092.5
22071,4,10,27845.92
35741,1,3,17612.43
31428,3,4,19916.54
79256,6,4,43413.47
53448,7,4,43547.61
130153,7,9,86025.47
148196,1,7,55543.45
109472,7,1,61017.31
112523,3,5,49109.41
147743,2,1,43612.4
123744,2,2,36439.02
91785,3,5,46537.65
103503,5,10,64341.94
62414,3,9,32097.73
88319,7,9,69474.34
42365,1,3,20322.71
22803,3,6,23009.32
126900,4,3,57437.07
138106,1,3,36931.12
71388,5,1,45420.3
144009,7,7,80659.81
46572,1,8,16342.79
131435,2,5,49809.7
77820,7,7,63221.18
59864,5,9,49767.0
144979,1,7,50177.08
83021,6,7,62736.15
89674,4,4,45748.02
124655,7,2,67095.34
39430,7,9,47251.36
29427,7,2,52299.72
125183,7,4,73871.44
107171,7,10,91230.22
65644,2,1,16383.13
116564,7,10,80408.39
56946,2,2,24827.86
38977,4,6,32929.27
139913,3,1,49596.21
128198,3,10,69925.01
45032,7,8,49308.79
64348,5,1,27218.21
103825,5,5,62364.31
138962,5,9,82741.19
78327,6,8,59351.49
68868,2,2,21193.2
74106,2,8,32645.16
81408,2,8,34852.67
31070,4,8,30881.75
56213,3,6,41428.94
121424,7,9,76930.26
102035,1,6,44002.39
44819,7,2,57362.66
75165,5,3,53322.14
75283,5,3,39276.67
37135,7,8,52606.78
73467,1,8,32832.59
35933,1,5,18135.21
113802,1,1,30353.87
65080,7,4,46728.67
89090,2,1,25851.17
31918,7,10,43511.98
96106,6,4,58814.06
30039,4,2,24053.76
48704,1,2,19267.11
123106,3,2,47678.77
40844,3,6,22774.02
141773,7,4,82857.22
59809,3,2,33711.23
35999,6,7,38849.53
50689,2,2,27880.2
41271,5,6,37062.34
88090,5,3,45972.21
117038,1,7,42900.04
140466,2,10,67353.29
50232,4,2,25145.1
53821,1,5,15923.84
61104,5,1,44347.59
63237,5,7,45574.96
95601,1,8,38518.76
82950,1,5,31930.83
122873,6,9,76861.67
26807,3,9,32418.39
137831,7,5,69833.95
83135,6,9,57586.98
112264,7,8,71579.96
76767,7,4,53667.62
52044,4,4,40116.64
105910,3,4,49199.52
92997,6,5,67984.62
102119,1,4,26821.29
120505,4,1,43204.62
46886,1,6,19974.9
133833,2,2,41541.83
102203,1,4,31536.4
62495,7,3,62696.96
145223,2,1,50423.67
48030,6,4,42813.81
66062,3,4,33028.04
132634,1,7,58333.02
134283,4,3,61078.97
123887,6,1,67839.3
149509,4,4,59775.32
101058,5,6,58068.81
109706,4,6,57405.08
116995,7,3,63499.28
80318,6,4,47370.28
86296,6,2,53650.5
110414,4,2,47191.84
105028,7,4,53088.47
98487,2,1,33905.88
34287,3,3,20609.68
58629,2,7,25996.28
103207,3,8,50397.32
51412,2,1,24801.85
105522,3,2,42115.32
68089,6,1,42660.85
98569,2,6,45080.1
30747,3,10,28892.9
43979,2,8,29229.47
143083,5,9,82379.42
89313,5,4,46788.09
32927,4,8,32867.26
45443,1,7,26036.46
146242,7,8,86082.57
61129,1,3,24912.83
75271,2,3,19656.62
73167,5,5,41136.73
88460,6,2,54219.3
50429,6,4,45161.77
127500,1,8,49367.9
143635,5,9,77005.19
107521,2,4,39150.07
147050,5,10,80020.39
28621,3,7,20314.37
20164,6,1,31507.48
66677,6,6,50306.75
68852,4,3,33542.65
130662,6,6,82038.0
20637,4,10,29803.43
97394,2,5,42752.07
89377,5,6,58859.43
116949,5,3,56554.16
75360,6,6,62970.22
66419,4,9,47609.71
93249,4,4,50376.49
84954,3,6,45240.14
29927,2,3,20291.56
142143,2,10,67421.01
133484,2,7,53026.24
120451,1,10,55035.91
21365,6,8,41700.67
119962,4,8,75356.94
25253,7,3,46912.64
91970,1,3,29733.65
57234,5,4,36155.37
63869,7,7,57399.61
63321,2,1,20450.73
26322,5,7,32747.97
130261,4,5,57674.46
87100,5,4,47403.23
125545,4,1,50822.03
95784,7,7,65704.38
142170,7,9,93333.62
129320,2,6,57592.02
23450,4,1,26038.37
53999,5,2,42534.46
29941,2,5,26089.92
55885,6,3,37804.23
109341,1,7,37383.9
106436,3,7,50907.24
48158,3,10,27165.7
75971,1,1,26115.76
93132,1,7,26042.62
63799,5,9,51341.75
122045,1,2,35098.16
96138,4,1,44043.63
100902,3,7,59855.68
108250,6,5,56351.03
128850,6,5,59895.69
77624,3,7,39353.1
140290,3,1,52583.07
46698,4,6,37079.44
54588,3,7,41921.4
130776,7,8,85561.6
102939,7,8,70145.54
111760,3,7,41806.67
79554,7,10,65270.79
113659,3,3,47411.05
91496,2,4,29032.17
98135,3,1,38953.89
78561,2,5,45437.18
82527,6,7,44549.01
83983,2,8,46256.98
23448,5,5,33989.8
37976,7,9,54117.8
66057,6,8,56343.17
115201,3,9,57644.57
27002,7,1,39816.02
20040,5,6,29117.64
59018,7,9,64438.44
129524,1,3,42004.45
142283,7,8,72543.81
45878,4,5,35903.82
130461,3,5,51587.84
75379,5,2,43648.07
146057,5,4,69307.87
120483,1,6,43926.62
59148,5,3,43082.83
39273,1,4,10526.11
104841,5,3,47787.52
67198,1,7,26087.37
93378,1,1,34295.88
60495,5,4,36951.26
124348,6,4,62433.26
31999,6,10,41534.26
20341,3,8,20909.32
116398,4,2,41888.24
52648,1,2,8991.29
28105,1,1,9016.37
32848,5,3,45121.08
102191,4,9,60867.12
54924,1,5,24502.69
34984,3,7,27131.21
61903,5,2,42225.4
39670,6,5,39068.93
31072,5,3,26190.75
136369,4,2,58136.59
21771,1,10,5597.13
37189,2,9,21170.37
74293,6,10,60359.63
131149,7,1,62548.03
96596,3,9,57311.92
115368,1,8,45143.95
46678,3,9,31255.11
103091,1,9,47167.36
44570,2,4,15360.82
101091,4,6,54458.37
56395,4,3,40466.09
26230,4,4,26309.31
62603,7,2,50343.98
103897,1,8,55098.08
123361,1,8,52714.69
42597,3,2,22315.89
78056,4,1,41139.59
47312,2,8,20677.25
76716,7,8,62438.19
143238,6,9,83509.6
110912,1,2,32556.79
33246,1,2,9515.06
87986,1,6,42376.42
74539,1,6,27615.11
49546,1,3,19299.45
136475,7,6,80303.69
105032,4,7,56393.22
107466,3,1,30797.18
93895,3,2,35022.68
21075,7,4,42877.68
30274,3,5,25289.87
26125,6,3,27105.69
145546,1,3,45922.29
109338,3,6,49531.77
81059,7,3,58473.77
105821,2,7,45615.2
20003,4,10,30550.45
133401,6,4,73133.28
38441,4,9,32461.57
124415,5,2,56530.86
135955,4,6,65406.04
132397,4,3,64230.55
135093,4,6,57119.73
64720,6,9,58084.63
103771,6,1,48328.36
123365,6,5,63344.23
93059,1,5,31319.59
26256,7,6,43670.01
22575,1,4,12048.63
77833,3,10,51295.79
23876,4,5,30353.46
84126,2,7,33790.65
22651,3,6,18367.97
140233,7,1,68817.79
38860,7,3,44613.34
109445,1,2,33224.52
146070,7,5,76728.71
86866,3,3,33893.38
90815,4,6,57030.88
140125,7,1,66629.66
146160,1,8,54593.28
51899,5,9,42584.65
98443,4,5,42480.12
103569,6,9,67937.01
141733,4,7,66324.04
136348,7,8,79593.65
146743,7,9,86438.33
68922,1,1,26194.24
47283,3,7,26391.54
140672,1,7,56791.23
73992,2,3,37213.73
92534,1,3,23252.84
59043,3,8,41707.85
141473,2,4,51775.9
66238,7,9,52465.96
53409,2,10,34652.68
127097,3,7,58905.36
33352,3,5,16409.94
132801,3,6,53329.49
82202,1,7,29965.6
87668,1,1,29392.52
139429,1,6,49745.88
139147,1,3,45156.26
98866,3,3,34934.67
88799,7,8,57341.3
102425,1,1,28020.03
137310,7,10,83694.93
100698,7,10,67788.36
68635,3,2,34042.65
149336,1,8,59370.38
65702,2,5,42286.34
117701,6,3,56049.05
23587,4,9,19053.5
111919,5,10,65428.38
146615,6,7,86397.54
85660,3,9,49949.73
145370,1,4,41247.44
94551,5,9,61043.88
82431,5,10,58994.75
63333,4,3,42969.13
131644,4,9,66379.79
105720,1,2,37107.73
54926,1,5,23483.27
46603,6,2,41085.02
27479,7,8,38250.79
26552,7,6,39760.16
24807,2,9,16763.49
85266,1,3,24955.3
75633,6,1,48185.0
141928,7,6,77154.89
109455,1,6,41258.96
101749,3,6,44518.05
78892,1,8,26893.84
32180,4,5,29121.45
97411,7,6,65093.69
63702,5,2,45624.98
141602,6,6,63100.76
61240,1,5,23073.24
78399,5,6,42530.85
48956,3,5,24940.64
103089,6,1,53781.51
137275,5,8,76247.62
103170,5,9,66256.9
24370,7,7,35485.58
85650,5,1,51365.71
77666,2,7,32120.95
22136,2,2,16608.74
47749,4,5,38405.74
30276,1,7,18509.32
32885,2,6,10113.51
145552,1,7,52654.6
79834,3,1,34170.93
114180,5,1,55839.16
124059,6,5,64265.91
109472,4,10,62294.15
143538,5,6,62602.64
75083,4,10,52780.23
32775,6,5,44435.79
57340,4,5,36024.4
89333,6,3,57629.06
110697,1,6,44056.04
131582,1,10,57583.09
70348,3,10,45675.96
68916,5,9,51809.71
130442,3,2,53705.62
41509,1,8,18098.49
62708,1,10,31556.98
42253,5,9,44677.73
38880,3,10,23844.33
108465,3,3,43593.07
93058,6,6,62118.09
37262,3,9,29382.63
130058,3,3,44152.84
136148,1,1,37798.56
46236,2,4,10631.42
27396,6,10,48830.23
79758,4,6,42161.95
114617,2,10,48986.15
88040,2,7,41241.47
63293,5,5,42084.03
59303,3,3,16959.97
122244,7,3,64324.01
88717,6,9,66327.62
97587,7,2,57440.69
69349,3,3,31878.91
67197,2,9,33992.95
84668,2,1,31038.84
125820,1,8,50433.52
88579,1,2,26304.73
54157,6,6,47506.35
112737,4,10,65307.1
110489,6,4,52306.02
64961,3,9,36378.62
56828,2,7,32221.18
143401,4,5,61182.51
60724,4,9,46158.17
88703,5,1,47196.39
109196,3,8,59852.05
122320,3,10,63476.29
141227,5,9,79328.86
75996,1,10,27533.11
129456,3,9,66986.5
58985,2,7,32436.72
113336,5,1,48127.09
115224,5,3,52320.95
63834,4,6,45878.76
81091,4,7,40288.16
88494,5,3,47188.5
142893,4,3,56512.79
63682,3,7,27361.29
68459,5,9,50056.98
32626,6,5,35375.6
81990,6,7,48948.81
79049,4,8,52796.95
32301,2,9,25264.56
31962,1,5,20455.83
112546,3,1,43879.16
43200,4,4,34051.52
147631,1,10,61926.18
45957,1,7,16770.85
79246,7,3,61117.28
89758,1,7,38213.38
147069,4,2,47889.2
143645,6,1,66634.32
146174,6,9,86722.73
78332,6,5,48197.6
77314,1,7,36234.03
126408,2,1,47364.7
56906,6,8,48310.44
116116,4,7,57248.64
119140,3,3,43116.97
89989,4,10,58392.45
64979,1,5,26704.55
51896,1,3,18747.65
102679,1,1,31146.85
129065,5,3,54032.46
33429,6,3,43728.11
67335,6,2,53662.61
125957,5,6,66194.52
138412,7,7,89178.03
83381,1,3,28302.05
65367,5,1,49292.92
116584,7,3,59971.76
106140,4,1,45732.07
116782,5,2,54181.46
33042,5,2,24666.1
32502,7,5,40122.93
74013,4,3,40443.34
109923,5,9,69683.5
21895,7,2,42503.79
36548,1,8,20488.11
125935,4,3,45435.47
67319,2,5,27568.6
122961,3,3,48829.73
125621,3,7,60412.85
77886,2,3,32921.82
39425,2,10,28435.95
108927,6,9,74986.88
118981,4,5,47847.92
22333,1,10,13888.99
139202,4,4,65607.41
106534,5,1,51497.96
148603,6,3,63280.17
96959,4,6,53476.6
49430,3,3,26022.81
98617,5,8,57100.17
97218,2,5,34692.38
107958,5,6,56745.54
128235,7,10,84951.61
135297,7,10,82569.06
48186,4,6,42971.99
102024,4,5,48740.18
52367,2,5,30099.02
138664,6,7,79686.63
71001,1,2,28137.61
116741,2,5,49224.55
46878,2,6,22556.14
49208,2,8,26350.0
58862,7,7,47661.4
82302,6,6,53691.22
132541,6,10,80277.97
35487,7,9,49895.87
92326,7,5,64297.08
